AccessionID,Lineage,Species,Genotype,Isolate,GenBank_Title,Length,Nuc_Completeness,Geo,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release,Molecule_type
OR258577.1,Dengue virus type 2,Orthoflavivirus denguei,2,LACENMS_LIB2_92_20210723,"Dengue virus type 2 isolate LACENMS_LIB2_92_20210723 polyprotein (POLY) gene, partial cds",9979,partial,"Brazil: Corumba, Mato Grosso do Sul",Brazil,Homo sapiens,blood,"Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.",23/7/2021,3/10/2023,ssRNA(+)
OR258578.1,Dengue virus type 2,Orthoflavivirus denguei,2,LACENMS_LIB2_94_20210509,"Dengue virus type 2 isolate LACENMS_LIB2_94_20210509 polyprotein (POLY) gene, partial cds",9974,partial,"Brazil: Caarapo, Mato Grosso do Sul",Brazil,Homo sapiens,blood,"Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.",9/5/2021,3/10/2023,ssRNA(+)
OR258579.1,Dengue virus type 2,Orthoflavivirus denguei,2,LACENMS_LIB2_95_20210610,"Dengue virus type 2 isolate LACENMS_LIB2_95_20210610 polyprotein (POLY) gene, partial cds",9967,partial,"Brazil: Chapadao do Sul, Mato Grosso do Sul",Brazil,Homo sapiens,blood,"Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.",10/6/2021,3/10/2023,ssRNA(+)
OR593362.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/18925/2015,"Dengue virus type 2 isolate D2/TW/18925/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10688,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",2/9/2015,30/9/2023,ssRNA(+)
OR593363.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/19638/2015,"Dengue virus type 2 isolate D2/TW/19638/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10689,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",4/9/2015,30/9/2023,ssRNA(+)
OR593364.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/26672/2015,"Dengue virus type 2 isolate D2/TW/26672/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10690,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",1/10/2015,30/9/2023,ssRNA(+)
OR593365.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/26786/2015,"Dengue virus type 2 isolate D2/TW/26786/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10689,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",1/10/2015,30/9/2023,ssRNA(+)
OR593366.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/27362/2015,"Dengue virus type 2 isolate D2/TW/27362/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10690,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",4/10/2015,30/9/2023,ssRNA(+)
OR593367.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/27632/2015,"Dengue virus type 2 isolate D2/TW/27632/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10689,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",5/10/2015,30/9/2023,ssRNA(+)
OR593368.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/29493/2015,"Dengue virus type 2 isolate D2/TW/29493/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10688,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",17/10/2015,30/9/2023,ssRNA(+)
OR593369.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/31689/2015,"Dengue virus type 2 isolate D2/TW/31689/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10689,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",3/11/2015,30/9/2023,ssRNA(+)
OR593370.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/31711/2015,"Dengue virus type 2 isolate D2/TW/31711/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10688,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",3/11/2015,30/9/2023,ssRNA(+)
OR593371.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/33612/2015,"Dengue virus type 2 isolate D2/TW/33612/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10690,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",21/11/2015,30/9/2023,ssRNA(+)
OR593372.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/17191/2015,"Dengue virus type 2 isolate D2/TW/17191/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10689,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",21/8/2015,30/9/2023,ssRNA(+)
OR593373.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/18157/2015,"Dengue virus type 2 isolate D2/TW/18157/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10690,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",28/8/2015,30/9/2023,ssRNA(+)
OR593374.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/18939/2015,"Dengue virus type 2 isolate D2/TW/18939/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10690,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",30/8/2015,30/9/2023,ssRNA(+)
OR593375.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/19048/2015,"Dengue virus type 2 isolate D2/TW/19048/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10688,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",5/9/2015,30/9/2023,ssRNA(+)
OR593376.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/19181/2015,"Dengue virus type 2 isolate D2/TW/19181/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10689,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",3/9/2015,30/9/2023,ssRNA(+)
OR593377.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/20029/2015,"Dengue virus type 2 isolate D2/TW/20029/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10689,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",5/9/2015,30/9/2023,ssRNA(+)
OR593378.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/21719/2015,"Dengue virus type 2 isolate D2/TW/21719/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10690,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",11/9/2015,30/9/2023,ssRNA(+)
OR593379.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/22279/2015,"Dengue virus type 2 isolate D2/TW/22279/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10688,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",13/9/2015,30/9/2023,ssRNA(+)
OR593380.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/25563/2015,"Dengue virus type 2 isolate D2/TW/25563/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10688,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",25/9/2015,30/9/2023,ssRNA(+)
OR593381.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/25816/2015,"Dengue virus type 2 isolate D2/TW/25816/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10688,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",26/9/2015,30/9/2023,ssRNA(+)
OR593382.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/25975/2015,"Dengue virus type 2 isolate D2/TW/25975/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10689,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",27/9/2015,30/9/2023,ssRNA(+)
OR593383.1,Dengue virus type 2,Orthoflavivirus denguei,2,D2/TW/27688/2015,"Dengue virus type 2 isolate D2/TW/27688/2015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10690,partial,Taiwan,Taiwan,Homo sapiens,blood,"Cheng,D., Huang,S.W., Chin,W.X., Hung,S.J., Tsai,H.P., Chu,J.J.H., Chao,C.H., Wang,J.R., Huang,S.-W., Hung,S.-J., Tsai,H.-P., Wang,J.-R.",5/10/2015,30/9/2023,ssRNA(+)
OR512925.1,Dengue virus type 1,Orthoflavivirus denguei,1,Italy/Pavia/01059759/2023,"Dengue virus type 1 isolate Italy/Pavia/01059759/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10515,partial,Italy,Italy,Homo sapiens,blood,"Cassaniti,I., Ferrari,G., Senatore,S., Rossetti,E., Defilippo,F., Maffeo,M., Vezzosi,L., Campanini,G., Sarasini,A., Paolucci,S., Piralla,A., Lelli,D., Moreno,A., Bonini,M., Tirani,M., Cerutti,L., Paglia,S., Ragazzetti,A., Farioli,M., Lavazza,A., Faccini,M., Rovida,F., Cereda,D., Baldanti,F., Zavaglio,F.",2023-08,10/9/2023,ssRNA(+)
OR512926.1,Dengue virus type 1,Orthoflavivirus denguei,1,Italy/Pavia/01059802/2023,"Dengue virus type 1 isolate Italy/Pavia/01059802/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10515,partial,Italy,Italy,Homo sapiens,blood,"Cassaniti,I., Ferrari,G., Senatore,S., Rossetti,E., Defilippo,F., Maffeo,M., Vezzosi,L., Campanini,G., Sarasini,A., Paolucci,S., Piralla,A., Lelli,D., Moreno,A., Bonini,M., Tirani,M., Cerutti,L., Paglia,S., Ragazzetti,A., Farioli,M., Lavazza,A., Faccini,M., Rovida,F., Cereda,D., Baldanti,F., Zavaglio,F.",2023-08,10/9/2023,ssRNA(+)
OR512927.1,Dengue virus type 1,Orthoflavivirus denguei,1,Italy/Pavia/01059097/2023,"Dengue virus type 1 isolate Italy/Pavia/01059097/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10672,partial,Italy,Italy,Homo sapiens,blood,"Cassaniti,I., Ferrari,G., Senatore,S., Rossetti,E., Defilippo,F., Maffeo,M., Vezzosi,L., Campanini,G., Sarasini,A., Paolucci,S., Piralla,A., Lelli,D., Moreno,A., Bonini,M., Tirani,M., Cerutti,L., Paglia,S., Ragazzetti,A., Farioli,M., Lavazza,A., Faccini,M., Rovida,F., Cereda,D., Baldanti,F., Zavaglio,F.",2023-08,10/9/2023,ssRNA(+)
OR512928.1,Dengue virus type 1,Orthoflavivirus denguei,1,Italy/Pavia/01059325/2023,"Dengue virus type 1 isolate Italy/Pavia/01059325/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10672,partial,Italy,Italy,Homo sapiens,blood,"Cassaniti,I., Ferrari,G., Senatore,S., Rossetti,E., Defilippo,F., Maffeo,M., Vezzosi,L., Campanini,G., Sarasini,A., Paolucci,S., Piralla,A., Lelli,D., Moreno,A., Bonini,M., Tirani,M., Cerutti,L., Paglia,S., Ragazzetti,A., Farioli,M., Lavazza,A., Faccini,M., Rovida,F., Cereda,D., Baldanti,F., Zavaglio,F.",2023-08,10/9/2023,ssRNA(+)
OR512929.1,Dengue virus type 1,Orthoflavivirus denguei,1,Italy/Pavia/01056919/2023,"Dengue virus type 1 isolate Italy/Pavia/01056919/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10672,partial,Italy,Italy,Homo sapiens,blood,"Cassaniti,I., Ferrari,G., Senatore,S., Rossetti,E., Defilippo,F., Maffeo,M., Vezzosi,L., Campanini,G., Sarasini,A., Paolucci,S., Piralla,A., Lelli,D., Moreno,A., Bonini,M., Tirani,M., Cerutti,L., Paglia,S., Ragazzetti,A., Farioli,M., Lavazza,A., Faccini,M., Rovida,F., Cereda,D., Baldanti,F., Zavaglio,F.",2023-08,10/9/2023,ssRNA(+)
OR492473.1,Dengue virus type 2,Orthoflavivirus denguei,2,AIIMS-B/BC/RC/DH-4,"Dengue virus type 2 isolate AIIMS-B/BC/RC/DH-4 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10685,partial,India,India,Homo sapiens,blood,"Yadav,A.K., Siddiqui,A., Malhotra,A.G., Khadanga,S., Joshi,R., Kanwar,J.R., Biswas,D., Chowdhary,R.",2019-10,3/9/2023,ssRNA(+)
OR492474.1,Dengue virus type 2,Orthoflavivirus denguei,2,AIIMS-B/BC/RC/DH-5,"Dengue virus type 2 isolate AIIMS-B/BC/RC/DH-5 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10688,partial,India,India,Homo sapiens,blood,"Yadav,A.K., Siddiqui,A., Malhotra,A.G., Khadanga,S., Joshi,R., Kanwar,J.R., Biswas,D., Chowdhary,R.",2021-09,3/9/2023,ssRNA(+)
OR492475.1,Dengue virus type 2,Orthoflavivirus denguei,2,AIIMS-B/BC/RC/DH-7,"Dengue virus type 2 isolate AIIMS-B/BC/RC/DH-7 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10669,partial,India,India,Homo sapiens,blood,"Yadav,A.K., Siddiqui,A., Malhotra,A.G., Khadanga,S., Joshi,R., Kanwar,J.R., Biswas,D., Chowdhary,R.",2021-09,3/9/2023,ssRNA(+)
OR486032.1,Dengue virus type 2,Orthoflavivirus denguei,2,DENV-2/Brazil/TO-UFT-689,"Dengue virus type 2 isolate DENV-2/Brazil/TO-UFT-689 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10318,partial,Brazil: Tocantins state (Bandeirantes do Tocantins),Brazil,Homo sapiens,blood,"Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Spilki,F.R., Campos,F.S.",22/12/2021,2/9/2023,ssRNA(+)
OR486033.1,Dengue virus type 2,Orthoflavivirus denguei,2,DENV-2/Brazil/TO-UFT-2200,"Dengue virus type 2 isolate DENV-2/Brazil/TO-UFT-2200 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10345,partial,Brazil: Tocantins state (Araguaina),Brazil,Homo sapiens,blood,"Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Spilki,F.R., Campos,F.S.",1/6/2021,2/9/2023,ssRNA(+)
OR486034.1,Dengue virus type 2,Orthoflavivirus denguei,2,DENV-2/Brazil/TO-UFT-2201,"Dengue virus type 2 isolate DENV-2/Brazil/TO-UFT-2201 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10325,partial,Brazil: Tocantins state (Araguaina),Brazil,Homo sapiens,blood,"Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Spilki,F.R., Campos,F.S.",1/6/2021,2/9/2023,ssRNA(+)
OR486035.1,Dengue virus type 2,Orthoflavivirus denguei,2,DENV-2/Brazil/TO-UFT-6960,"Dengue virus type 2 isolate DENV-2/Brazil/TO-UFT-6960 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10345,partial,Brazil: Tocantins state (Colinas do Tocantins),Brazil,Homo sapiens,blood,"Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Spilki,F.R., Campos,F.S.",8/12/2021,2/9/2023,ssRNA(+)
OR418422.1,Dengue virus type 1,Orthoflavivirus denguei,1,23GZ09930A_D1_F,"Dengue virus type 1 isolate 23GZ09930A_D1_F, complete genome",10734,complete,China: Guangzhou,China,Homo sapiens,blood,"Su,W., Lu,W., Cao,Y.",10/6/2023,15/8/2023,ssRNA(+)
OR418423.1,Dengue virus type 3,Orthoflavivirus denguei,3,23GZ10604_D1_THA_F,"Dengue virus type 3 isolate 23GZ10604_D1_THA_F, complete genome",10700,complete,Thailand,Thailand,Homo sapiens,,"Su,W., Lu,W., Cao,Y.",15/6/2023,15/8/2023,ssRNA(+)
OQ078871.1,Dengue virus type 1,Orthoflavivirus denguei,1,NIH-05_NB14_BA,"Dengue virus type 1 isolate NIH-05_NB14_BA polyprotein (POLY) gene, partial cds",9962,partial,Brazil: Bahia,Brazil,Homo sapiens,blood,"Fritsch,H., Moreno,K., Lima,I.A.B., Santos,C.S., Costa,B.G.G., de Almeida,B.L., Dos Santos,R.A., Francisco,M.V.L.O., Sampaio,M.P.S., de Lima,M.M., Pereira,F.M., Fonseca,V., Tosta,S., Xavier,J., de Oliveira,C., Adelino,T., de Mello,A.L.E.S., Graf,T., Alcantara,L.C.J., Giovanetti,M., de Siqueira,I.C., Oliveira,C., Castro,E., Pereira,F., Mello,A., Alcantara,L., Siqueira,I.",12/4/2019,14/8/2023,ssRNA(+)
OQ078872.1,Dengue virus type 1,Orthoflavivirus denguei,1,NIH-06_NB15_BA,"Dengue virus type 1 isolate NIH-06_NB15_BA polyprotein (POLY) gene, partial cds",10015,partial,Brazil: Bahia,Brazil,Homo sapiens,blood,"Fritsch,H., Moreno,K., Lima,I.A.B., Santos,C.S., Costa,B.G.G., de Almeida,B.L., Dos Santos,R.A., Francisco,M.V.L.O., Sampaio,M.P.S., de Lima,M.M., Pereira,F.M., Fonseca,V., Tosta,S., Xavier,J., de Oliveira,C., Adelino,T., de Mello,A.L.E.S., Graf,T., Alcantara,L.C.J., Giovanetti,M., de Siqueira,I.C., Oliveira,C., Castro,E., Pereira,F., Mello,A., Alcantara,L., Siqueira,I.",21/3/2019,14/8/2023,ssRNA(+)
OQ078873.1,Dengue virus type 1,Orthoflavivirus denguei,1,NIH-07_NB16_BA,"Dengue virus type 1 isolate NIH-07_NB16_BA polyprotein (POLY) gene, partial cds",9955,partial,Brazil: Bahia,Brazil,Homo sapiens,blood,"Fritsch,H., Moreno,K., Lima,I.A.B., Santos,C.S., Costa,B.G.G., de Almeida,B.L., Dos Santos,R.A., Francisco,M.V.L.O., Sampaio,M.P.S., de Lima,M.M., Pereira,F.M., Fonseca,V., Tosta,S., Xavier,J., de Oliveira,C., Adelino,T., de Mello,A.L.E.S., Graf,T., Alcantara,L.C.J., Giovanetti,M., de Siqueira,I.C., Oliveira,C., Castro,E., Pereira,F., Mello,A., Alcantara,L., Siqueira,I.",21/3/2019,14/8/2023,ssRNA(+)
OQ078874.1,Dengue virus type 1,Orthoflavivirus denguei,1,NIH-08_NB17_BA,"Dengue virus type 1 isolate NIH-08_NB17_BA polyprotein (POLY) gene, partial cds",10013,partial,Brazil: Bahia,Brazil,Homo sapiens,blood,"Fritsch,H., Moreno,K., Lima,I.A.B., Santos,C.S., Costa,B.G.G., de Almeida,B.L., Dos Santos,R.A., Francisco,M.V.L.O., Sampaio,M.P.S., de Lima,M.M., Pereira,F.M., Fonseca,V., Tosta,S., Xavier,J., de Oliveira,C., Adelino,T., de Mello,A.L.E.S., Graf,T., Alcantara,L.C.J., Giovanetti,M., de Siqueira,I.C., Oliveira,C., Castro,E., Pereira,F., Mello,A., Alcantara,L., Siqueira,I.",23/3/2019,14/8/2023,ssRNA(+)
OQ078875.1,Dengue virus type 1,Orthoflavivirus denguei,1,NIH-13_NB18_BA,"Dengue virus type 1 isolate NIH-13_NB18_BA polyprotein (POLY) gene, partial cds",10032,partial,Brazil: Bahia,Brazil,Homo sapiens,blood,"Fritsch,H., Moreno,K., Lima,I.A.B., Santos,C.S., Costa,B.G.G., de Almeida,B.L., Dos Santos,R.A., Francisco,M.V.L.O., Sampaio,M.P.S., de Lima,M.M., Pereira,F.M., Fonseca,V., Tosta,S., Xavier,J., de Oliveira,C., Adelino,T., de Mello,A.L.E.S., Graf,T., Alcantara,L.C.J., Giovanetti,M., de Siqueira,I.C., Oliveira,C., Castro,E., Pereira,F., Mello,A., Alcantara,L., Siqueira,I.",30/3/2019,14/8/2023,ssRNA(+)
